Par,Year,Region,Akvakultur,Bakgrunn,Befolkning,Industri,Jordbruk,Menneskeskapt,Totalt,Urban
Tot-P,1995,Glomma,inf,115.04297994269342,127.34970364098223,68.00847457627118,106.62565073355418,107.89805702750441,108.99141630901288,100.0
Tot-P,1996,Glomma,inf,96.27507163323783,156.05419136325148,91.10169491525423,105.44249881684807,118.57178904870048,115.25751072961373,100.0
Tot-P,1997,Glomma,inf,109.16905444126076,157.66299745977986,119.27966101694915,104.070042593469,121.67549835982841,119.84978540772532,100.0
Tot-P,1998,Glomma,inf,112.60744985673351,126.92633361558002,235.16949152542372,102.69758637008991,125.58667676003027,123.66952789699569,100.0
Tot-P,1999,Glomma,inf,118.6246418338109,108.89077053344624,163.77118644067795,101.27780407004259,110.95129952056523,112.12446351931331,100.0
Tot-P,2000,Glomma,inf,127.50716332378224,86.02878916172736,141.73728813559322,100.09465215333648,100.88316931617462,104.89270386266094,100.0
Tot-P,2001,Glomma,inf,115.18624641833813,91.27857747671466,151.69491525423726,94.84145764316138,100.8327024981075,103.00429184549357,100.0
Tot-P,2002,Glomma,,108.59598853868195,87.12955122777308,153.1779661016949,90.10884997633696,97.22432500630835,98.94849785407726,100.0
Tot-P,2003,Glomma,,104.15472779369628,89.16172734970364,175.0,90.72408897302414,100.73176886197325,101.26609442060087,100.0
Tot-P,2004,Glomma,,105.30085959885388,79.84758679085522,202.33050847457625,87.6952200662565,99.62149886449659,100.49356223175965,100.0
Tot-P,2005,Glomma,inf,106.59025787965618,82.89585097375107,162.07627118644066,86.46474207288216,95.45798637395912,97.14592274678111,100.0
Tot-P,2006,Glomma,inf,111.03151862464183,90.85520745131245,152.96610169491524,90.20350212967344,98.38506182185213,100.27896995708154,100.0
Tot-P,2007,Glomma,inf,114.46991404011463,84.08128704487723,159.53389830508473,85.42356838618078,96.13928841786525,98.88412017167381,100.0
Tot-P,2008,Glomma,,121.06017191977078,83.06519898391194,187.5,79.03454803596782,94.14584910421398,98.19742489270386,100.0
Tot-P,2009,Glomma,,112.03438395415473,79.08552074513125,175.63559322033896,75.72172266919073,89.83093615947514,93.17596566523605,100.0
Tot-P,2010,Glomma,,108.16618911174785,83.91193903471634,170.97457627118644,75.76904874585897,90.71410547564976,93.34763948497854,100.0
Tot-P,2011,Glomma,,115.04297994269342,91.87129551227774,151.69491525423726,69.61665877898722,87.53469593742115,91.67381974248927,100.0
Tot-P,2012,Glomma,,114.89971346704871,85.85944115156647,156.77966101694915,82.15806909607193,93.01034569770376,96.3304721030043,100.0
Tot-P,2013,Glomma,,108.73925501432666,84.33530906011855,144.27966101694912,94.84145764316138,97.8299268231138,99.48497854077253,100.0
Tot-P,2014,Glomma,,118.0515759312321,102.20152413209145,108.47457627118644,84.61902508282063,93.46454706030785,97.16738197424893,100.0
Tot-P,2015,Glomma,,115.18624641833813,106.43522438611348,45.974576271186436,91.19734973970657,90.76457229371688,94.44206008583691,100.0
Tot-P,2016,Glomma,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tot-P,2020,Glomma,,100.8595988538682,100.0,100.0,101.23047799337435,100.65606863487257,100.68669527896996,100.0
Tot-P,2025,Glomma,,101.2893982808023,100.0,100.0,106.19971604353998,103.28034317436286,103.00429184549357,100.0
Tot-P,2030,Glomma,,101.5759312320917,100.0,100.0,110.79034548035968,105.72798385061822,105.12875536480686,100.0
Tot-P,1995,Vest-Viken,inf,110.12658227848101,147.4464579901153,261.1111111111111,98.18956336528221,132.16025988088793,127.66049116760017,100.0
Tot-P,1996,Vest-Viken,inf,85.0210970464135,147.4464579901153,229.29292929292927,97.33759318423854,128.37033026529508,119.51744937526927,100.0
Tot-P,1997,Vest-Viken,inf,96.20253164556962,149.42339373970344,244.94949494949495,96.37912673056442,130.15701136978885,123.22274881516589,100.0
Tot-P,1998,Vest-Viken,inf,104.64135021097047,135.9143327841845,195.95959595959593,95.4206602768903,120.08662696264213,116.93235674278327,100.0
Tot-P,1999,Vest-Viken,inf,110.33755274261604,117.2981878088962,114.14141414141413,95.10117145899893,105.0893340552247,106.1611374407583,100.0
Tot-P,2000,Vest-Viken,inf,120.46413502109705,94.06919275123558,200.50505050505052,94.24920127795527,106.22631293990256,109.1339939681172,100.0
Tot-P,2001,Vest-Viken,inf,120.25316455696203,99.34102141680395,228.28282828282826,90.52183173588924,108.9875473741202,111.28823782852218,100.0
Tot-P,2002,Vest-Viken,,102.53164556962025,86.82042833607908,148.48484848484847,87.00745473908412,94.2609637249594,95.9500215424386,100.0
Tot-P,2003,Vest-Viken,,102.74261603375528,95.38714991762767,175.25252525252526,87.53993610223641,100.21656740660531,100.7324429125377,100.0
Tot-P,2004,Vest-Viken,,106.32911392405063,85.50247116968698,204.04040404040404,88.92438764643236,100.75798592311858,101.8957345971564,100.0
Tot-P,2005,Vest-Viken,,94.51476793248945,94.3986820428336,207.07070707070707,90.84132055378062,104.92690850027071,102.8005170185265,100.0
Tot-P,2006,Vest-Viken,,99.57805907172997,89.9505766062603,145.45454545454544,89.98935037273695,96.48077964266379,97.1133132270573,100.0
Tot-P,2007,Vest-Viken,,110.54852320675106,81.87808896210873,96.96969696969697,92.54526091586794,89.87547374120196,94.0973718224903,100.0
Tot-P,2008,Vest-Viken,,117.9324894514768,93.08072487644151,122.22222222222221,91.58679446219382,95.83107742284787,100.3446790176648,100.0
Tot-P,2009,Vest-Viken,,106.9620253164557,89.45634266886326,118.68686868686868,89.45686900958466,93.2322685435842,96.03619129685481,100.0
Tot-P,2010,Vest-Viken,,102.10970464135022,86.65568369028006,114.14141414141413,89.88285410010648,91.98700595560369,94.05428694528221,100.0
Tot-P,2011,Vest-Viken,,110.54852320675106,89.9505766062603,151.010101010101,88.07241746538871,96.04764482945318,99.00904782421371,100.0
Tot-P,2012,Vest-Viken,,104.85232067510549,87.80889621087314,130.3030303030303,95.84664536741214,97.1304818624797,98.66436880654891,100.0
Tot-P,2013,Vest-Viken,,108.22784810126582,87.47940691927512,104.04040404040404,94.35569755058572,93.4488359501895,96.4670400689358,100.0
Tot-P,2014,Vest-Viken,,118.77637130801688,92.9159802306425,120.7070707070707,81.89563365282216,90.68760151597185,96.38087031451961,100.0
Tot-P,2015,Vest-Viken,,114.76793248945148,99.34102141680395,60.1010101010101,90.0958466453674,90.41689225771522,95.38991813873331,100.0
Tot-P,2016,Vest-Viken,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tot-P,2020,Vest-Viken,,100.8438818565401,100.0,100.0,101.27795527156549,100.64970221981592,100.6893580353296,100.0
Tot-P,2025,Vest-Viken,,101.05485232067511,100.0,100.0,105.96379126730564,102.97780184082296,102.6281775096941,100.0
Tot-P,2030,Vest-Viken,,101.47679324894516,100.0,100.0,110.01064962726304,105.0893340552247,104.3515725980181,100.0
Tot-P,1995,Rogaland,20.232766338406446,120.14563106796116,79.16440586001085,65.49192364170338,92.23107569721115,41.0916179337232,44.15292353823088,100.0
Tot-P,1996,Rogaland,24.231572664876154,91.99029126213591,72.92457948996201,69.30983847283407,92.23107569721115,42.83625730994152,44.73388305847076,100.0
Tot-P,1997,Rogaland,28.081169800059683,116.74757281553397,74.00976668475312,69.16299559471366,92.23107569721115,45.5458089668616,48.29460269865067,100.0
Tot-P,1998,Rogaland,35.899731423455684,113.3495145631068,55.39880629408572,66.96035242290749,92.23107569721115,47.15399610136452,49.70952023988006,100.0
Tot-P,1999,Rogaland,38.15279021187705,123.3009708737864,50.244167118827995,67.1071953010279,92.23107569721115,47.719298245614034,50.63718140929535,100.0
Tot-P,2000,Rogaland,69.74037600716204,127.42718446601941,49.81009224091155,62.995594713656395,92.23107569721115,67.99220272904483,70.2867316341829,100.0
Tot-P,2001,Rogaland,38.9286780065652,88.10679611650484,50.08138903960933,65.34508076358297,97.21115537848605,48.567251461988306,50.084332833583204,100.0
Tot-P,2002,Rogaland,41.04744852282901,95.14563106796118,72.87032013022247,70.19089574155655,97.50996015936255,54.3859649122807,55.959520239880064,100.0
Tot-P,2003,Rogaland,42.94240525216353,94.41747572815534,78.7303309820944,58.737151248164466,97.50996015936255,55.92592592592592,57.411919040479766,100.0
Tot-P,2004,Rogaland,54.83437779767233,101.45631067961165,67.71568095496472,55.50660792951542,97.11155378486055,61.461988304093566,63.005997001499246,100.0
Tot-P,2005,Rogaland,60.220829603103546,126.94174757281553,63.59196961475854,52.86343612334802,96.71314741035856,64.02534113060429,66.4542728635682,100.0
Tot-P,2006,Rogaland,63.77200835571471,112.13592233009707,67.60716223548562,51.835535976505135,98.30677290836653,67.14424951267057,68.89055472263868,100.0
Tot-P,2007,Rogaland,73.75410325276036,127.42718446601941,65.8166033640803,93.39207048458151,98.30677290836653,76.11111111111111,78.0828335832084,100.0
Tot-P,2008,Rogaland,78.88689943300508,113.83495145631068,70.80846446011937,105.2863436123348,98.30677290836653,81.15009746588694,82.41191904047976,100.0
Tot-P,2009,Rogaland,91.19665771411519,98.05825242718446,70.97124253933804,107.63582966226139,98.30677290836653,89.37621832358674,89.71139430284857,100.0
Tot-P,2010,Rogaland,87.72008355714712,75.24271844660194,77.1568095496473,122.61380323054333,98.30677290836653,89.22027290448344,88.68065967016491,100.0
Tot-P,2011,Rogaland,84.52700686362279,108.00970873786407,70.80846446011937,89.28046989721,98.20717131474103,83.76218323586744,84.69827586206897,100.0
Tot-P,2012,Rogaland,89.94330050731124,108.98058252427184,72.27346717308734,84.43465491923642,97.90836653386454,87.22222222222223,88.06221889055472,100.0
Tot-P,2013,Rogaland,86.73530289465829,99.02912621359222,84.91589799240369,85.16886930983848,98.60557768924302,87.49512670565302,87.94977511244377,100.0
Tot-P,2014,Rogaland,88.70486421963592,107.28155339805825,82.63700488334239,90.16152716593245,91.53386454183267,88.01169590643275,88.75562218890555,100.0
Tot-P,2015,Rogaland,93.70337212772306,124.75728155339804,78.6218122626153,99.26578560939794,100.69721115537848,92.06627680311891,93.32833583208395,100.0
Tot-P,2016,Rogaland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tot-P,2020,Rogaland,100.0,100.24271844660194,100.0,100.0,101.79282868525895,100.17543859649123,100.17803598200898,100.0
Tot-P,2025,Rogaland,100.0,100.48543689320388,100.0,100.0,103.78486055776892,100.37037037037037,100.38418290854572,100.0
Tot-P,2030,Rogaland,100.0,100.72815533980582,100.0,100.0,104.8804780876494,100.47758284600391,100.4872563718141,100.0
Tot-P,1995,Trøndelag,23.442489851150203,118.05251641137855,103.6842105263158,29.084967320261438,71.9241192411924,34.269466316710414,37.48632960376882,100.0
Tot-P,1996,Trøndelag,29.266576454668474,87.527352297593,100.3157894736842,39.54248366013072,71.9241192411924,38.972003499562554,40.84293766299319,100.0
Tot-P,1997,Trøndelag,37.30446549391069,132.2757111597374,101.84210526315789,54.084967320261434,71.9241192411924,45.98862642169729,49.305964499032555,100.0
Tot-P,1998,Trøndelag,38.24086603518268,116.41137855579868,103.42105263157895,29.41176470588235,71.9241192411924,46.21609798775153,48.91478085303273,100.0
Tot-P,1999,Trøndelag,34.59810554803789,99.23413566739606,89.63157894736842,47.385620915032675,71.9241192411924,42.60717410323709,44.78421805333557,100.0
Tot-P,2000,Trøndelag,30.029769959404597,110.83150984682713,64.42105263157895,45.424836601307184,71.9241192411924,36.76290463692038,39.614705140068985,100.0
Tot-P,2001,Trøndelag,29.75372124492558,102.2975929978118,88.42105263157895,33.8235294117647,95.44715447154472,40.122484689413824,42.51703541684193,100.0
Tot-P,2002,Trøndelag,32.070365358592696,100.21881838074398,85.57894736842105,43.627450980392155,94.47154471544715,41.94663167104112,44.18692689492723,100.0
Tot-P,2003,Trøndelag,44.09201623815967,102.73522975929977,82.4736842105263,30.71895424836601,92.95392953929539,50.936132983377085,52.92756793135358,100.0
Tot-P,2004,Trøndelag,41.82408660351827,113.12910284463894,78.05263157894738,30.71895424836601,91.3821138211382,48.604549431321075,51.085219146967276,100.0
Tot-P,2005,Trøndelag,49.715832205683355,123.30415754923413,75.15789473684211,39.54248366013072,88.88888888888889,54.77690288713911,57.41145789517961,100.0
Tot-P,2006,Trøndelag,72.75236806495263,103.71991247264769,75.84210526315789,40.359477124183,90.08130081300813,73.56517935258093,74.72448893749474,100.0
Tot-P,2007,Trøndelag,74.3870094722598,110.72210065645514,78.26315789473684,47.549019607843135,87.69647696476966,75.09186351706036,76.4658871035585,100.0
Tot-P,2008,Trøndelag,69.14208389715833,103.06345733041574,80.15789473684211,163.72549019607843,88.07588075880759,74.15573053368328,75.26289223521493,100.0
Tot-P,2009,Trøndelag,78.88497970230041,112.25382932166302,72.4736842105263,51.96078431372549,86.5040650406504,78.27209098862642,79.5785311685034,100.0
Tot-P,2010,Trøndelag,81.55345060893099,91.02844638949671,69.94736842105263,39.869281045751634,86.82926829268291,79.92125984251969,80.34827963321275,100.0
Tot-P,2011,Trøndelag,87.2530446549391,122.86652078774617,77.57894736842105,49.18300653594771,87.64227642276421,85.47681539807525,86.91427609994112,100.0
Tot-P,2012,Trøndelag,98.148849797023,119.69365426695842,74.05263157894736,56.04575163398692,88.34688346883469,94.23009623797026,95.20905190544292,100.0
Tot-P,2013,Trøndelag,82.77131258457375,104.04814004376367,84.36842105263159,65.52287581699346,89.32249322493224,82.98775153105862,83.79742575923277,100.0
Tot-P,2014,Trøndelag,111.94046008119079,86.32385120350109,81.1578947368421,75.81699346405229,81.30081300813008,105.92738407699038,105.1695129132666,100.0
Tot-P,2015,Trøndelag,83.59404600811908,118.38074398249452,86.94736842105263,56.37254901960784,77.72357723577235,82.68591426071741,84.058214856566,100.0
Tot-P,2016,Trøndelag,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tot-P,2020,Trøndelag,100.0,100.43763676148797,100.0,100.0,101.46341463414635,100.11811023622046,100.1303945486666,100.0
